Name,EP,P1,Away,Home,AvgPointsPerGame,teamAbbrev,Opp.x,ID,Salary,Value.x,Team,Opp.y,Pos,Lineup (?),ML,OU,Value.y,EPRWire,EP_Avg,date,P2,Mins,Lineup,dkp.x,gid,last_first,team,opp,h_a,gameid,gtime_et,team_pts,opp_pts,start,minutes,gp,active,fdp,dkp.y,ddp,yhp,stats,doubled,tripled,fd_sal,fd_change,dk_sal,dk_change,dd_sal,dd_change,yh_sal,yh_change,fd_pos,dk_pos,dd_pos,yh_pos,x35,nn,site,o_team,line,total
Omer Asik,13.34,C,GS,NO,13.037,NO,GS,Omer Asik (7661820),3100,4.3032258064516125,NOP,GSW,C,NA,534,221.0,4.18,12.958,13.149000000000001,2016-10-28,NA,15,NA,NA,4263,"Asik, Omer",nor,gsw,H,20161028-gsw-nor,21.5,114,122,1,7.76666666666667,1,1,6.6,7.25,7.25,6.6,2pt 3rb 1bl 1to 1-1fg,0,0,3500,-200, 3100,-200, 5700,300,12,2,5,5,45,5,NA,Pelicans,home,Warriors,11.0,222.5
Lance Stephenson,19.83,SF,GS,NO,16.387,NO,GS,Lance Stephenson (7661719),3000,6.609999999999999,NOP,GSW,SF,NA,534,221.0,4.49,13.47,16.65,2016-10-28,NA,17,NA,NA,4316,"Stephenson, Lance",nor,gsw,H,20161028-gsw-nor,21.5,114,122,0,30.8666666666667,1,1,31.6,33.0,31.5,31.6,15pt 8rb 6as 2to 6-11fg 3-4ft,0,0,4100,-100, 3000,0,10550,-300,14,-2,3,3,23,3,NA,Pelicans,home,Warriors,11.0,222.5
Dante Cunningham,11.79,SF,GS,NO,13.144,NO,GS,Dante Cunningham (7661675),3000,3.9299999999999993,NOP,GSW,SF,NA,534,221.0,1.72,5.16,8.475,2016-10-28,PF,10,NA,NA,4226,"Cunningham, Dante",nor,gsw,H,20161028-gsw-nor,21.5,114,122,0,32.0166666666667,1,1,27.6,30.0,30.25,29.1,15pt 8rb 2bl 1to 3trey 6-11fg,0,0,3600,-300, 3000,0, 6900,0,10,0,3,34,34,4,NA,Pelicans,home,Warriors,11.0,222.5
E'Twaun Moore,19.37,SG,GS,NO,14.657,NO,GS,E'Twaun Moore (7661660),4300,4.504651162790697,NOP,GSW,SG,NA,534,221.0,3.8,16.34,17.855,2016-10-28,NA,28,NA,NA,4364,"Moore, E'Twaun",nor,gsw,H,20161028-gsw-nor,21.5,114,122,1,26.1,1,1,16.1,17.25,16.25,16.1,4pt 3rb 3as 3st 2to 2-6fg,0,0,4500,0, 4300,-200, 8000,-200,15,1,2,2,12,2,NA,Pelicans,home,Warriors,11.0,222.5
Terrence Jones,17.53,PF,GS,NO,17.425,NO,GS,Terrence Jones (7661775),4100,4.275609756097561,NOP,GSW,PF,NA,534,221.0,4.95,20.295,18.9125,2016-10-28,NA,23,NA,NA,4511,"Jones, Terrence",nor,gsw,H,20161028-gsw-nor,21.5,114,122,0,12.633333333333301,1,1,12.4,12.5,11.75,12.4,7pt 2rb 2as 3-5fg 1-2ft,0,0,4000,-200, 4100,-400, 8050,-200,10,0,4,4,34,4,NA,Pelicans,home,Warriors,11.0,222.5
Stephen Curry,49.86,PG,GS,NO,51.07,GS,NO,Stephen Curry (7661599),9300,5.361290322580645,GSW,NOP,PG,NA,-650,221.0,3.8,35.34,42.6,2016-10-28,NA,33,NA,NA,4173,"Curry, Stephen",gsw,nor,A,20161028-gsw-nor,21.5,122,114,1,34.0666666666667,1,1,32.7,36.75,35.75,34.7,23pt 1rb 7as 1st 4to 4trey 8-19fg 3-4ft,0,0,9000,-300, 9300,-300,20450,1750,53,0,1,1,12,1,NA,Warriors,away,Pelicans,-11.0,222.5
Draymond Green,36.06,PF,GS,NO,43.007,GS,NO,Draymond Green (7661742),7500,4.808000000000001,GSW,NOP,PF,NA,-650,221.0,4.66,34.95,35.505,2016-10-28,C,32,NA,NA,4504,"Green, Draymond",gsw,nor,A,20161028-gsw-nor,21.5,122,114,1,34.0666666666667,1,1,32.7,35.25,33.75,33.2,8pt 11rb 7as 2st 3to 1trey 3-10fg 1-2ft,0,0,8400,200, 7500,300,15650,750,39,-5,4,45,34,4,NA,Warriors,away,Pelicans,-11.0,222.5
George Hill,31.52,PG,LAL,Uta,25.015,Uta,LAL,George Hill (7661579),5500,5.730909090909091,UTA,LAL,PG,NA,-400,201.0,4.3,23.65,27.585,2016-10-28,NA,34,NA,NA,4102,"Hill, George",uta,lal,H,20161028-lal-uta,21.0,96,89,1,35.3,1,1,32.1,33.75,32.5,33.1,23pt 3rb 3as 1bl 1to 2trey 7-14fg 7-9ft,0,0,6100,500, 5500,200,11850,750,21,2,1,1,12,1,NA,Jazz,home,Lakers,-8.5,201.0
Joe Johnson,28.28,SG,LAL,Uta,23.932,Uta,LAL,Joe Johnson (7661622),4900,5.771428571428571,UTA,LAL,SG,NA,-400,201.0,3.64,17.836,23.058,2016-10-28,SF,29,NA,NA,3304,"Johnson, Joe",uta,lal,H,20161028-lal-uta,21.0,96,89,1,31.8333333333333,1,1,20.2,21.5,20.25,20.7,11pt 6rb 2as 1to 1trey 4-11fg 2-2ft,0,0,5600,200, 4900,600,10350,1650,18,0,3,23,23,3,NA,Jazz,home,Lakers,-8.5,201.0
Rodney Hood,30.16,SG,LAL,Uta,25.294,Uta,LAL,Rodney Hood (7661649),6200,4.864516129032258,UTA,LAL,SG,NA,-400,201.0,3.61,22.382,26.271,2016-10-28,NA,35,NA,NA,4744,"Hood, Rodney",uta,lal,H,20161028-lal-uta,21.0,96,89,1,32.35,1,1,24.7,26.5,24.75,25.7,15pt 6rb 1as 1st 1to 2trey 5-14fg 3-5ft,0,0,5700,300, 6200,200,12500,2000,22,0,2,2,23,2,NA,Jazz,home,Lakers,-8.5,201.0
Derrick Favors,28.5,PF,LAL,Uta,33.746,Uta,LAL,Derrick Favors (7661760),6700,4.253731343283582,UTA,LAL,PF,NA,-400,201.0,4.66,31.222,29.861,2016-10-28,NA,28,NA,NA,4280,"Favors, Derrick",uta,lal,H,20161028-lal-uta,21.0,96,89,0,20.0666666666667,1,1,30.3,33.25,31.5,30.3,15pt 9rb 1as 2st 2bl 5to 4-7fg 7-11ft,0,0,7000,100, 6700,0,13800,150,29,0,4,4,45,4,NA,Jazz,home,Lakers,-8.5,201.0
Brandon Ingram,16.04,SG,LAL,Uta,0.0,LAL,Uta,Brandon Ingram (7661623),4200,3.8190476190476192,LAL,UTA,SG,NA,346,201.0,3.18,13.356,14.698,2016-10-28,SF,21,NA,NA,4965,"Ingram, Brandon",lal,uta,A,20161028-lal-uta,21.0,89,96,0,4.18333333333333,1,1,2.0,2.0,1.75,2.0,2pt 1-2fg,0,0,3900,-100, 4200,-100, 7850,-2000,17,-3,3,23,3,3,NA,Lakers,away,Jazz,8.5,201.0
Nick Young,14.09,SG,LAL,Uta,11.995,LAL,Uta,Nick Young (7661646),3300,4.2696969696969695,LAL,UTA,SG,NA,346,201.0,2.11,6.963,10.5265,2016-10-28,NA,21,NA,NA,4036,"Young, Nick",lal,uta,A,20161028-lal-uta,21.0,89,96,1,23.55,1,1,15.0,15.5,15.0,15.5,13pt 1bl 1trey 3-7fg 6-6ft,0,0,3500,0, 3300,0, 5000,0,10,0,2,2,23,2,NA,Lakers,away,Jazz,8.5,201.0
Rudy Gobert,34.9,C,LAL,Uta,30.516,Uta,LAL,Rudy Gobert (7661803),7300,4.780821917808219,UTA,LAL,C,NA,-400,201.0,4.84,35.332,35.116,2016-10-28,NA,34,NA,NA,4620,"Gobert, Rudy",uta,lal,H,20161028-lal-uta,21.0,96,89,1,31.8666666666667,1,1,37.1,39.75,38.25,37.1,13pt 13rb 1as 4bl 1to 4-9fg 5-8ft,1,0,7000,800, 7300,300,14200,150,25,2,5,5,5,5,NA,Jazz,home,Lakers,-8.5,201.0
Trey Lyles,18.81,PF,LAL,Uta,12.916,Uta,LAL,Trey Lyles (7661739),3900,4.823076923076923,UTA,LAL,PF,NA,-400,201.0,3.22,12.558,15.684,2016-10-28,C,18,NA,NA,4806,"Lyles, Trey",uta,lal,H,20161028-lal-uta,21.0,96,89,0,17.8333333333333,1,1,7.4,8.5,7.5,7.9,6pt 2rb 1to 1trey 2-8fg 1-1ft,0,0,3800,-200, 3900,300, 8000,-350,10,-1,4,45,4,4,NA,Jazz,home,Lakers,-8.5,201.0
Joe Ingles,10.29,SF,LAL,Uta,9.886,Uta,LAL,Joe Ingles (7661711),3200,3.2156249999999997,UTA,LAL,SF,NA,-400,201.0,2.57,8.224,9.257,2016-10-28,NA,15,NA,NA,4701,"Ingles, Joe",uta,lal,H,20161028-lal-uta,21.0,96,89,0,8.26666666666667,1,1,1.7,2.25,2.0,1.7,0pt 1rb 1as 1to 0-1fg,0,0,3500,0, 3200,-300, 5000,0,10,0,3,3,23,3,NA,Jazz,home,Lakers,-8.5,201.0
Jeff Withey,4.99,C,LAL,Uta,11.77,Uta,LAL,Jeff Withey (7661800),3000,1.6633333333333336,UTA,LAL,C,NA,-400,201.0,0.99,2.97,3.9800000000000004,2016-10-28,NA,3,NA,NA,4565,"Withey, Jeff",uta,lal,H,20161028-lal-uta,21.0,96,89,0,0.0,0,1,0.0,0.0,0.0,0.0,NA,0,0,3500,0, 3000,0, 5000,0,10,0,5,5,5,5,NA,Jazz,home,Lakers,-8.5,201.0
Kevin Durant,45.48,SF,GS,NO,49.392,GS,NO,Kevin Durant (7661676),9600,4.7375,GSW,NOP,SF,NA,-650,221.0,4.18,40.128,42.804,2016-10-28,PF,34,NA,NA,3986,"Durant, Kevin",gsw,nor,A,20161028-gsw-nor,21.5,122,114,1,39.1,1,1,65.4,68.75,66.75,65.4,30pt 17rb 6as 2st 2bl 2to 9-19fg 12-12ft,1,0,9300,0, 9600,200,20700,3000,50,1,3,34,34,3,NA,Warriors,away,Pelicans,-11.0,222.5
Tarik Black,11.86,C,LAL,Uta,10.417,LAL,Uta,Tarik Black (7661801),3000,3.953333333333333,LAL,UTA,C,NA,346,201.0,3.25,9.75,10.805,2016-10-28,NA,13,NA,NA,4691,"Black, Tarik",lal,uta,A,20161028-lal-uta,21.0,89,96,0,10.133333333333301,1,1,16.4,16.75,16.25,16.4,8pt 7rb 4-6fg,0,0,3500,0, 3000,0, 5000,-150,10,0,5,5,45,5,NA,Lakers,away,Jazz,8.5,201.0
Timofey Mozgov,18.52,C,LAL,Uta,12.629,LAL,Uta,Timofey Mozgov (7661802),4400,4.209090909090909,LAL,UTA,C,NA,346,201.0,4.38,19.272,18.896,2016-10-28,NA,26,NA,NA,4299,"Mozgov, Timofey",lal,uta,A,20161028-lal-uta,21.0,89,96,1,23.05,1,1,21.7,22.5,21.5,21.7,8pt 6rb 1as 1st 2bl 1to 1-4fg 6-7ft,0,0,4000,100, 4400,0, 7900,-850,10,0,5,5,5,5,NA,Lakers,away,Jazz,8.5,201.0
